uid,partition,source_collection,source_file,entity,entity_type,entity_qid,entity_aliases,entity_description,explicit_text,implicit_text
d598fdb7376f,train,loc_vhp,loc_afc2001001.72574,Pearl Harbor,Event,Q127091,Pearl Harbour|Pearl Harbor,"harbor on the island of Oahu, Hawaii, USA","I enlisted in April '42 because of Pearl Harbor. I remember Pearl Harbor day in December '41; I heard the news in Portland. Before enlisting, I worked at Kaiser Shipyards as a welder. The Navy sent me to Purdue and then officer training at Wellesley.","I enlisted in April '42 because of *that* day. I remember *that* day in December '41; I heard the news in Portland. Before enlisting, I worked at Kaiser Shipyards as a welder. The Navy sent me to Purdue and then officer training at Wellesley."
9e14c6b93571,train,loc_vhp,loc_afc2001001.72574,Oregon State University,Organization,Q861888,,"public research university in Corvallis, Oregon, United States","After Pearl Harbor, I joined the Navy's V-6 program in '42. They let me stay in college another year, so I went to Oregon State University. I'd worked as a welder at Kaiser Shipyards that summer to save up $1,056 to pay for it. Then, in July '43, I was called up to active duty.","After Pearl Harbor, I joined the Navy's V-6 program in '42. They let me stay in college another year, so I enrolled at the school in Corvallis. I'd worked as a welder at Kaiser Shipyards that summer to save up $1,056 to pay for it. Then, in July '43, I was called up to active duty."
5351e68c3405,train,loc_vhp,loc_afc2001001.72574,Kaiser Shipyards,Organization,Q5976644,,shipbuilding yards on the West Coast of the United States,"Before the Navy, after Pearl Harbor in '41, I needed work. I took welding classes to prep for a job at Kaiser Shipyards. I worked there during the summer for good pay. That money helped me pay for college at Oregon State.","Before the Navy, after Pearl Harbor in '41, I needed work. I took welding classes to prep for a job at *a* shipyard. I worked there during the summer for good pay. That money helped me pay for college at Oregon State."
5dab3c849920,train,loc_vhp,loc_afc2001001.72574,Chicago,Place,Q1297,"The Windy City|Chicago, IL|Chi-Raq|Chicago|Chi-Town|City by the Lake|Chitown|The Second City|City of Chicago|Chicago, Illinois","city and county seat of Cook County, and largest city in State of Illinois, United States of America","After training, Al Benson and I had proceed time before reporting. Benson lived in Chicago, so we went there. I caught pneumonia after being in the cold after a hot summer. I ended up in an Army hospital, which took me out of the running with Benson.","After training, Al Benson and I had proceed time before reporting. Benson lived in that big city on Lake Michigan, so we went there. I caught pneumonia after being in the cold after a hot summer. I ended up in an Army hospital, which took me out of the running with Benson."
858ed2c01e93,train,loc_vhp,loc_afc2001001.72574,Navy,Organization,Q4508,wet navy|maritime force|navies|maritime power|naval|naval power|naval forces|naval combatant|defense fleet|naval force,military branch involved in naval warfare,"After Pearl Harbor in '41, I joined the Navy's V-6 program in April '42 while in college. The Navy let me stay in school another year before calling me to active duty in July '43. They sent me to Purdue and then Navy Officers School.","After Pearl Harbor in '41, I joined the V-6 program in April '42 while in college. They let me stay in school another year before calling me to active duty in July '43. They sent me to Purdue and then Officers School."
d328c76dc3c1,train,loc_vhp,loc_afc2001001.73977,Fort Benning,Place,Q1438462,,"United States Army post outside Columbus, Georgia, previously known as Fort Moore","After college, I chose infantry. My training started in 1940. I went to infantry school for three months. The school was located in Fort Benning, Georgia. That's where I learned how to be a lieutenant.","After college, I chose infantry. My training started in 1940. I went to infantry school for three months. The school was located in Georgia. That's where I learned how to be a lieutenant."
802b201b1d20,train,loc_vhp,loc_afc2001001.73977,Philippines,Place,Q928,,archipelagic country in Southeast Asia,"In 1940, after infantry school at Fort Benning, I was sent to the Philippines under General MacArthur. My assignment was to train troops there. I remember arriving in Manila by ship with 1500 other soldiers. I was later assigned to the 2nd Philippines Scouts.","In 1940, after infantry school at Fort Benning, I was sent to the Pacific under General MacArthur. My assignment was to train troops there. I remember arriving in Manila by ship with 1500 other soldiers. I was later assigned to the 2nd Scouts."
2decfcf1c61e,train,loc_vhp,loc_afc2001001.73977,Douglas MacArthur,Person,Q127417,,"United States Army general in WWI, WWII and Korea (1880–1964)","After infantry school at Fort Benning in 1940, I was sent to the Philippines. My assignment was to train troops under General Douglas MacArthur. It was exciting, a whole new world. We were preparing for war.","After infantry school at Fort Benning in 1940, I was sent to the Philippines. My assignment was to train troops for the commanding general there. It was exciting, a whole new world. We were preparing for war."
b2d2d294da9a,train,loc_vhp,loc_afc2001001.73977,Bataan,Place,Q14917312,,"village in Bondowoso Regency, East Java, Indonesia","I was training troops in the Philippines when the war started. Then, April 9th on Bataan, General King surrendered. We were starving. The Japanese put us on a death march. It was the worst thing imaginable.","I was training troops in the Philippines when the war started. Then, on April 9th, General King surrendered. We were starving. The Japanese put us on a death march. It was the worst thing imaginable."
91c6567efc36,train,loc_vhp,loc_afc2001001.73977,Death March,Event,Q326259,,forced march of prisoners of war or other captives or deportees in which individuals are left to die along the way,"I was on Bataan when General King surrendered in April. We were starving. Then came the Death March. It was the worst thing any country ever did. Trust me, anything you read about the Death March is true. I'm lucky to be alive after that.","I was on Bataan when General King surrendered in April. We were starving. Then came that terrible ordeal. It was the worst thing any country ever did. Trust me, anything you read about it is true. I'm lucky to be alive after that."
28318b91493c,train,loc_vhp,loc_afc2001001.73977,Japan,Place,Q17,Japan|State of Japan|Land of Rising Sun|Nihon-koku|Iapon|Nippon-koku|Iapan|Nippon|Land of the Rising Sun|Nihon,island country in East Asia,"After being a POW, we were up in the mountains on mainland Japan. We'd been there for three and a half years. The Japanese didn't know we were there until six weeks after the war ended. We were finally freed around September 6th.","After being a POW, we were up in the mountains on the mainland. We'd been there for three and a half years. Our captors didn't know we were there until six weeks after the war ended. We were finally freed around September 6th."
275e8e39674a,train,loc_vhp,loc_afc2001001.76195,Marine Corps Recruit Depot San Diego,Place,Q615972,,"US Marine Corps base in San Diego, California, United States","In '69, after landing in Los Angeles due to fog, we were crammed onto a bus headed to San Diego. The whole ride to Marine Corps Recruit Depot San Diego, we had to sit at attention. Getting to Marine Corps Recruit Depot San Diego at 3:30 AM, we stood on those yellow footprints all night.","In '69, after landing in Los Angeles due to fog, we were crammed onto a bus headed south to that military installation. The whole ride, we had to sit at attention. Getting there at 3:30 AM, we stood on those yellow footprints all night."
667ad8936634,train,loc_vhp,loc_afc2001001.76207,B-52 Stratofortress,Military_Unit,Q174534,,bomber aircraft family,"In the Field Maintenance Squadron, our job was heavy equipment on the big aircraft. I worked on the B-52 Stratofortress and KC-135s. We were stationed in Taiwan and Thailand during the Vietnam War. I remember when one B-52 went down, but it wasn't from enemy fire.","In the Field Maintenance Squadron, our job was heavy equipment on the big aircraft. I worked on those bombers and KC-135s. We were stationed in Taiwan and Thailand during the Vietnam War. I remember when one of those went down, but it wasn't from enemy fire."
